Player,Position,Minutes,Goals,Assists,Total Shoot,Touches,Expected Goals (xG),Carries
Johan Mojica,"LB,LM",19,0,0,0,9,0,5
Antonio Raillo,CB,90,0,0,1,72,0,27
Martin Valjent,CB,90,0,0,0,55,0,26
Pablo Maffeo,RB,32,0,0,0,18,0,13
Antonio Sánchez,"RB,RM",58,0,0,1,28,0.1,9
Dominik Greif,GK,90,0,0,0,29,0,16
Hugo Duro,FW,90,1,0,5,21,0.2,8
Domingos André Ribeiro Almeida,"FW,CM",81,0,0,0,53,0,28
Javier Guerra,CM,9,0,0,3,17,0.1,11
Luis Rioja,LM,81,0,0,2,46,0.4,22
Sergi Canós,LM,9,0,0,4,17,0.1,7
José Luis García Vayá,CM,90,0,0,2,95,0,45
Hugo Guillamón,CM,68,0,0,0,40,0,16
Rafa Mir,"FW,CM",22,0,0,1,3,0.1,0
Diego López,RM,90,0,0,1,41,0,21
Jesus Vazquez,LB,69,0,0,0,56,0,22
Dimitri Foulquier,"RB,LB",21,0,0,1,19,0,12
Cristhian Mosquera,CB,90,0,0,0,63,0,34
César Tárrega,CB,90,0,0,1,59,0.1,33
Thierry Correia,"RB,LB",90,0,0,2,83,0,38
Giorgi Mamardashvili,GK,90,0,0,0,33,0,16
Ayoze Pérez,"FW,LM",76,1,0,3,33,0.1,19
Juan Bernat,LM,14,0,0,0,5,0,2
Thierno Barry,FW,90,0,0,1,23,0.2,9
Santi Comesaña,"CM,LM",90,0,1,1,36,0,12
Pape Gueye,CM,67,0,0,2,39,0,14
Daniel Parejo,CM,45,0,0,0,28,0,13
Ilias Akhomach,RM,45,0,0,0,25,0,11
Yeremi Pino,"RM,LM",68,0,0,1,35,0.1,21
Ramón Terrats,CM,22,0,0,0,16,0,4
Sergi Cardona,LB,90,0,0,1,51,0,16
Logan Costa,CB,90,0,0,0,60,0,31
Raúl Albiol,CB,90,0,0,0,76,0,33
Kiko Femenía,RB,90,0,0,0,71,0,31
Diego Conde,GK,90,0,0,0,38,0,19
Kiké,FW,63,0,0,1,18,0,10
Toni Martínez,FW,27,1,0,1,15,0,8
Stoichkov,FW,69,0,1,3,27,0.1,16
Ander Guevara,CM,21,0,0,0,5,0,1
Tomás Conechny,LM,63,0,0,3,27,0.1,14
Carlos Martín,LM,27,0,0,0,7,0,4
Antonio Blanco,CM,90,0,0,2,35,0.3,14
Jon Guridi,"CM,FW",81,0,0,0,23,0,11
Hugo Novoa,FW,9,0,0,0,3,0,0
Carlos Vicente,RM,81,1,0,3,30,0.7,14
Luka Romero,RM,9,0,0,0,6,0.8,4
Manu Sánchez,LB,90,0,0,0,42,0,18
Aleksandar Sedlar,CB,90,0,0,1,27,0,16
Abdel Abqar,CB,90,0,0,0,35,0,14
Nahuel Tenaglia,RB,90,0,0,0,35,0,16
Antonio Sivera,GK,90,0,0,0,41,0,25
Oliver McBurnie,"FW,RW",90,0,0,2,38,0.1,17
Manuel Fuster,LW,45,0,0,1,34,0,20
Alberto Moleiro,"LW,LM",45,0,0,3,24,0.1,20
Jaime Mata,RW,57,0,0,1,20,0.3,12
Sandro Ramírez,"RM,FW,RW",33,0,0,1,15,0,7
Kirian Rodríguez,CM,76,0,0,2,73,0.1,41
Marc Cardona,FW,14,0,0,1,5,0.1,3
José Campaña,CM,63,0,0,0,75,0,42
Enzo Loiodice,CM,27,0,0,0,30,0,18
Javier Muñoz,CM,90,0,0,1,73,0,46
Mika Màrmol,LB,90,0,0,0,60,0,27
Scott McKenna,CB,90,0,0,0,94,0,56
Álex Suárez,CB,90,0,0,0,104,0,62
Viti,RB,57,0,0,0,35,0,17
Marvin,RB,33,0,0,0,18,0,11
Jasper Cillessen,GK,90,0,0,0,32,0,19
Ante Budimir,FW,76,0,1,3,27,0.2,13
Raúl,FW,14,0,0,0,5,0,3
Bryan Zaragoza,LM,62,0,1,0,27,0,18
Rubén Peña,"RM,LM",28,0,0,0,12,0,3
Aimar Oroz,CM,87,0,0,1,41,0,26
Moi Gómez,CM,3,0,0,0,5,0,2
Jon Moncayola,CM,87,0,0,1,42,0,16
Pablo Ibáñez,CM,3,0,0,0,3,0,2
Rubén García,RM,76,0,0,2,62,0.3,40
Iker Benito,LM,14,0,0,0,4,0,1
Lucas Torró,DM,90,0,0,1,74,0,32
Abel,LB,90,1,0,1,45,0.1,24
Enzo Boyomo,CB,90,1,0,1,57,0.1,29
Catena,CB,90,0,0,0,59,0,28
Jesús Areso,RB,90,0,0,0,90,0,53
Sergio Herrera,GK,90,0,0,0,37,0,17
Borja Iglesias,FW,63,1,0,2,20,1.2,14
Anastasios Douvikas,FW,27,0,0,0,5,0,0
Williot Swedberg,LW,45,0,0,0,13,0,12
Alfon,LW,40,0,0,3,22,0.1,17
Iago Aspas,RW,90,0,0,3,45,0.2,32
Hugo Álvarez,LM,90,0,0,2,66,0.1,42
Ilaix Moriba,CM,75,0,0,0,52,0,39
Hugo Sotelo,CM,15,0,0,0,15,0,13
Fran Beltrán,CM,45,0,0,1,23,0,14
Damián Rodríguez,CM,45,0,0,0,33,0,20
Óscar Mingueza,RM,90,0,1,1,67,0,38
Carlos Dominguez,CB,45,0,0,0,42,0,25
Carl Starfelt,CB,45,0,0,0,24,0,13
Jailson Siqueira,CB,90,0,0,0,60,0,39
Javi Rodríguez,CB,90,0,0,0,60,0,46
Iván Villar,GK,90,0,0,0,36,0,19
Isaac Romero,FW,90,0,0,5,29,0.3,16
Chidera Ejuke,"LW,AM",90,0,0,2,69,0.1,47
Dodi Lukebakio,"RW,WB",64,0,0,3,16,0.2,12
Jesús Navas,"WB,RB",26,0,0,0,11,0,7
Juanlu Sánchez,AM,64,0,0,0,20,0,10
Peque,AM,26,0,0,1,12,0.1,5
Albert Sambi Lokonga,"DM,CM",90,0,0,1,61,0,35
Lucien Agoume,"DM,CM",81,0,0,0,54,0,30
Djibril Sow,DM,9,0,0,0,7,0,5
Valentín Barco,"LB,WB",90,0,0,3,82,0.1,34
Marcão,CB,90,0,0,0,75,0,53
Loïc Bade,CB,90,0,0,1,69,0.1,42
Carmona,"RB,CB",81,0,0,0,47,0,25
Stanis Idumbo,RW,9,0,0,0,6,0,5
Ørjan Nyland,GK,90,0,0,0,20,0,10
Abel Ruiz,FW,90,1,0,1,28,0.8,16
Bryan Gil,"LW,RW",88,0,0,1,34,0.1,24
Portu,RM,2,0,0,0,5,0,3
Viktor Tsyhankov,RW,45,0,0,0,29,0,13
Arnaut Danjuma,LW,45,0,0,1,16,0.3,9
Yangel Herrera,LM,45,0,0,1,26,0,8
Jhon Solis,LM,45,0,0,0,18,0,10
Oriol Romeu,CM,90,0,0,0,45,0,20
Iván Martín,RM,57,1,0,1,28,0.6,9
Yaser Asprilla,"RM,RW",33,0,0,1,16,0,11
Miguel Gutiérrez,LB,90,0,1,1,54,0,18
Daley Blind,CB,90,0,0,0,95,0,51
David López,CB,90,0,0,1,75,0,43
Alejandro Francés,RB,88,0,0,2,74,0.1,26
Arnau Martinez,RB,2,0,0,0,10,0,2
Paulo Gazzaniga,GK,90,0,0,0,40,0,18
Bertuğ Yıldırım,FW,77,0,0,0,17,0,11
Peter Federico,"RW,LW",13,0,0,1,12,0,6
Alex Sola,"LW,RW",84,0,0,2,40,0,24
John Joe,LW,6,0,0,1,8,0,4
Carles Pérez,RW,66,0,0,3,32,0.2,16
Mauro Arambarri,"DM,RW",24,0,0,1,21,0,10
Chrisantus Uche,AM,89,0,0,1,31,0.1,18
Jesús Santiago,AM,1,0,0,0,4,0,1
Nabil Aberdin,DM,66,0,0,1,21,0,8
Carles Aleñá,"FW,DM",24,0,0,1,12,0.2,8
Luis Milla,DM,90,0,0,1,65,0,32
Diego Rico,LB,90,0,0,0,70,0,24
Omar Alderete,CB,90,0,0,2,64,0,35
Djené,CB,90,0,0,0,42,0,14
Iglesias,RB,90,0,0,2,69,0,26
David Soria,GK,90,0,0,0,14,0,7
Umar Sadiq,FW,65,0,0,1,21,0,8
Orri Steinn Óskarsson,FW,25,0,0,0,12,0,4
Brais Méndez,FW,27,0,0,0,9,0,2
Ander Barrenetxea,LM,63,0,0,0,20,0,10
Sergio Gómez,"FW,LM",90,0,0,0,35,0,13
Beñat Turrientes,CM,90,0,0,0,33,0,8
Martín Zubimendi,CM,90,0,0,0,49,0,15
Takefusa Kubo,RM,59,0,0,0,20,0,10
Sheraldo Becker,RM,31,0,0,0,9,0,3
Jon Aramburu,LB,58,0,0,0,36,0,10
Javi López,LB,32,0,0,0,21,0,3
Jon Pacheco,CB,90,0,0,0,60,0,19
Igor Zubeldia,CB,45,0,0,0,43,0,27
Jon Martin,CB,45,0,0,0,22,0,3
Hamari Traoré,RB,65,0,0,0,43,0,11
Aihen Muñoz,RB,25,0,0,0,12,0,0
Álex Remiro,GK,90,0,0,0,51,0,20
Kylian Mbappé,FW,83,2,0,8,46,1.7,32
Luka Modrić,RM,7,0,0,0,28,0,15
Vinicius Júnior,LW,90,0,0,2,56,0.1,42
Rodrygo,"RW,FW",88,0,0,2,56,0,34
Endrick,FW,2,0,0,2,2,0.2,1
Dani Ceballos,LM,64,0,0,0,61,0,33
Brahim Díaz,"RM,RW",26,0,0,0,18,0,13
Aurélien Tchouaméni,CM,90,0,0,1,86,0.1,43
Federico Valverde,"RM,LM",90,0,1,2,73,0.1,51
Ferland Mendy,LB,64,0,0,0,52,0,28
Fran Garcia,LB,26,0,0,0,14,0,7
Antonio Rüdiger,CB,90,0,0,1,84,0.1,45
Éder Militão,CB,90,0,0,3,71,0.2,38
Dani Carvajal,RB,90,0,0,0,87,0,30
Thibaut Courtois,GK,90,0,0,0,43,0,26
Aitor Ruibal,FW,56,0,0,1,17,0,12
Vitor Roque,FW,34,0,0,2,11,0.1,6
Abde Ezzalzouli,LW,82,0,0,3,43,0.3,24
Juanmi,LW,8,0,0,0,5,0,3
Rodri,RW,71,0,0,1,50,0,32
Assane Diao,RW,19,0,0,0,5,0,3
Pablo Fornals,AM,82,0,0,1,53,0.1,39
Iker Losada,AM,8,0,0,0,5,0,4
William Carvalho,DM,56,0,0,0,46,0,31
Johnny Cardoso,DM,34,0,0,0,29,0,20
Marc Roca,DM,90,0,0,1,64,0,41
Romain Perraud,LB,90,0,0,2,67,0.1,40
Natan,CB,90,0,0,0,29,0,19
Diego Llorente,CB,90,0,0,0,43,0,25
Youssouf Sabaly,RB,90,0,0,0,66,0,42
Rui Silva,GK,90,0,0,0,32,0,16
Assane Diao,FW,90,0,0,2,19,0,5
Abde Ezzalzouli,LW,90,1,0,4,71,1.2,40
Ezequiel Ávila,RW,60,0,0,0,33,0,13
Giovani Lo Celso,AM,30,0,0,0,34,0,16
Pablo Fornals,"AM,RW",86,0,0,1,69,0,30
Aitor Ruibal,RW,4,0,0,0,6,0,3
William Carvalho,DM,25,0,0,0,17,0,9
Sergi Altimira,DM,65,0,0,2,66,0.1,34
Marc Roca,DM,90,0,0,1,85,0,49
Romain Perraud,LB,90,0,0,1,96,0,42
Natan,CB,90,0,0,1,80,0,54
Diego Llorente,CB,90,0,0,0,85,0,42
Youssouf Sabaly,RB,61,0,0,1,41,0,14
Héctor Bellerín,RB,29,0,1,0,18,0,6
Rui Silva,GK,90,0,0,0,30,0,15
Sébastien Haller,FW,90,0,0,0,33,0,10
Enric Franquesa,LW,60,0,0,0,26,0,15
Renato Tapia,LW,30,0,0,1,19,0,6
Juan Cruz,RW,45,0,0,0,13,0,8
Adrià Altimira,RW,45,0,0,0,20,0,8
Óscar Rodríguez Arnaiz,AM,60,0,0,0,34,0,13
Seydouba Cissé,AM,30,0,0,0,18,0,10
Yvan Neyou,DM,65,0,0,1,38,0,23
Julián Chicco,DM,25,0,0,0,20,0,10
Darko Brašanac,DM,90,0,0,1,35,0.1,12
Javi Hernández,LB,90,0,0,0,48,0,26
Sergi,CB,90,0,0,0,44,0,19
Jorge Sáenz,CB,45,0,0,0,23,0,11
Matija Nastasić,CB,45,0,0,0,19,0,7
Valentin Rosier,RB,90,0,0,0,48,0,19
Juan Soriano,GK,90,0,0,0,39,0,12
Vedat Muriqi,FW,90,0,0,1,28,0,16
Marc Domenech,LW,45,0,0,1,8,0,3
Valery Fernández,"RM,RB",45,0,0,0,17,0,12
Takuma Asano,"RW,LW",62,0,0,1,29,0,23
Sergi Darder,"CM,FW",28,0,0,0,28,0,22
Dani Rodríguez,AM,61,0,0,0,40,0,23
Roberto Navarro,LM,29,0,0,1,19,0.1,17
Samu Costa,"DM,CM",90,0,0,3,78,0.1,56
Manu Morlanes,"DM,CM",71,0,0,0,41,0,29
Johan Mojica,LB,19,0,0,0,20,0,13
Toni Lato,LB,68,0,0,0,47,0,23
Antonio Raillo,CB,90,0,0,1,67,0,40
Martin Valjent,"CB,RB",90,0,0,1,50,0.1,30
Antonio Sánchez,"RB,RW",80,0,0,0,55,0,34
Copete,CB,10,0,0,0,9,0,4
Dominik Greif,GK,90,0,0,0,44,0,29
Thierno Barry,FW,90,0,0,5,32,0.3,24
Ayoze Pérez,FW,90,1,0,4,35,0.7,28
Alex Baena,"LM,CM",90,0,1,5,69,0.2,46
Daniel Parejo,CM,73,0,0,0,50,0,31
Nicolas Pépé,RM,17,0,0,0,18,0,11
Santi Comesaña,CM,84,0,0,1,54,0,35
Ramón Terrats,CM,6,0,0,0,7,0,5
Ilias Akhomach,RM,62,0,0,2,12,0.1,8
Yeremi Pino,"LM,RM",28,0,1,1,12,0.1,10
Sergi Cardona,LB,85,0,0,1,63,0,34
Juan Bernat,LB,5,0,0,0,6,0,5
Logan Costa,CB,90,1,0,1,60,0.2,34
Raúl Albiol,CB,90,0,0,1,54,0.1,26
Kiko Femenía,RB,90,0,0,0,56,0,30
Diego Conde,GK,90,0,0,0,25,0,17
Alejo Véliz,FW,56,0,0,1,6,0.1,6
Walid Cheddira,FW,34,0,0,1,14,0.1,8
Javi Puado,"FW,RM",90,3,0,2,30,1.3,16
Jofre,"LM,RM",74,0,0,0,17,0,12
Sergi Gómez,CB,16,0,0,0,2,0,1
Álvaro Aguado,CM,57,0,0,1,27,0,18
José Gragera,CM,33,0,0,0,6,0,3
Alex Král,CM,90,0,0,0,28,0,17
Álvaro Tejero,RM,57,0,2,1,35,0.1,20
Irvin Cardona,LM,33,0,0,0,18,0,5
Carlos Romero,LB,84,0,0,2,30,0,19
Brian Oliván,LB,6,0,0,0,5,0,2
Leandro Cabrera,CB,90,0,0,0,58,0,30
Marash Kumbulla,CB,90,0,0,0,71,0,45
Omar El Hilali,RB,90,0,0,0,58,0,24
Joan García,GK,90,0,0,0,35,0,21
Kiké,FW,63,0,0,1,21,0,18
Ander Guevara,"DM,FW",27,0,0,1,28,0.1,20
Tomás Conechny,LW,77,1,0,3,42,0.7,24
Asier Villalibre,FW,13,0,0,1,8,0,6
Carlos Vicente,"RW,AM",90,0,0,2,37,0.1,26
Stoichkov,AM,90,0,0,3,44,0.2,30
Antonio Blanco,DM,63,0,0,0,38,0,27
Santiago Mouriño,"CB,DM",27,0,0,1,29,0.1,21
Jon Guridi,DM,63,0,0,0,37,0,25
Joan Jordán,"DM,RW",27,0,1,1,40,0,26
Manu Sánchez,LB,90,0,0,0,59,0,29
Aleksandar Sedlar,CB,90,0,0,0,62,0,34
Abdel Abqar,CB,63,0,0,1,28,0,12
Toni Martínez,"FW,CB",27,0,0,4,15,0.4,8
Nahuel Tenaglia,RB,90,1,0,1,55,0.1,37
Antonio Sivera,GK,90,0,0,0,31,0,18
Isaac Romero,FW,89,0,0,4,38,0.3,19
Gonzalo Montiel,"LM,FW",1,0,0,1,4,0,2
Chidera Ejuke,LW,66,0,0,0,43,0,31
Dodi Lukebakio,"FW,LW",24,0,0,1,9,0.4,4
Peque,RW,75,0,0,0,33,0,18
Lucien Agoume,"CM,RW",15,0,0,0,13,0,6
Adrià Pedrosa,"LM,WB,LB",90,0,1,1,59,0.1,22
Djibril Sow,"CM,AM",89,0,0,0,47,0,27
Valentín Barco,"RM,AM",1,0,0,0,4,0,1
Nemanja Gudelj,CM,90,0,0,0,60,0,20
Jesús Navas,RM,67,1,0,2,45,0.5,24
Juanlu Sánchez,"RM,WB",19,0,0,0,5,0,1
Marcão,CB,79,0,0,0,60,0,24
Kike Salas,CB,11,0,0,0,7,0,1
Tanguy Nianzou,CB,90,0,0,0,45,0,18
Carmona,"CB,RB",90,0,0,1,67,0,31
Ørjan Nyland,GK,90,0,0,0,51,0,25
Bertuğ Yıldırım,FW,90,0,0,2,19,0.1,8
Chrisantus Uche,"FW,CM",83,0,0,1,25,0.5,13
Jesús Santiago,CM,7,0,0,0,4,0,2
Alex Sola,LM,71,0,0,0,20,0,11
Peter Federico,"RM,LM,WB",19,0,0,0,2,0,1
Luis Milla,CM,90,0,0,1,57,0,24
Mauro Arambarri,CM,70,0,0,0,23,0,11
Carles Aleñá,FW,20,0,0,1,9,0,2
Carles Pérez,RM,70,0,0,3,27,0.1,12
Gorka Rivera Alonso,"LM,LB,CB",20,0,0,0,17,0,5
Diego Rico,LB,83,0,0,2,54,0,16
Alberto Risco,"RM,WB",7,0,0,3,12,0.1,6
Juan Berrocal,CB,89,0,0,0,40,0,15
John Joe,CM,1,0,0,0,3,0,1
Djené,CB,90,0,0,1,41,0.1,17
Iglesias,"RB,CB",90,0,0,1,50,0,17
David Soria,GK,90,0,0,0,23,0,13
Umar Sadiq,FW,62,0,0,1,21,0.1,14
Orri Steinn Óskarsson,FW,28,0,0,0,6,0,3
Sheraldo Becker,LW,62,0,0,1,17,0.2,12
Ander Barrenetxea,LW,28,0,0,0,17,0,9
Takefusa Kubo,RW,90,0,0,1,54,0.1,39
Sergio Gómez,CM,90,0,0,1,72,0,37
Martín Zubimendi,CM,90,0,0,0,79,0,50
Luka Sučić,CM,74,0,0,4,48,0.4,32
Beñat Turrientes,CM,16,0,0,0,14,0,8
Javi López,LB,77,0,0,0,42,0,24
Aihen Muñoz,LB,13,0,0,0,16,0,11
Nayef Aguerd,CB,74,0,0,2,43,0.3,28
Jon Pacheco,CB,16,0,0,0,14,0,12
Igor Zubeldia,CB,90,0,0,0,52,0,24
Jon Aramburu,RB,90,0,0,1,58,0,32
Álex Remiro,GK,90,0,0,0,25,0,9
Kylian Mbappé,FW,89,1,0,2,38,0.9,26
Endrick,FW,1,0,0,0,3,0,2
Vinicius Júnior,LW,90,1,0,4,41,1,30
Brahim Díaz,RW,24,0,0,0,16,0,11
Rodrygo,RW,66,0,0,0,26,0,20
Arda Güler,AM,76,0,0,2,43,0.1,29
Lucas Vázquez,AM,14,0,0,0,12,0,7
Luka Modrić,DM,90,0,0,2,77,0.1,42
Federico Valverde,DM,90,0,0,1,72,0,41
Ferland Mendy,LB,90,0,0,0,63,0,32
Antonio Rüdiger,CB,90,0,0,1,66,0.1,48
Éder Militão,CB,90,0,0,1,80,0.1,52
Dani Carvajal,RB,90,0,0,1,70,0.1,39
Thibaut Courtois,GK,90,0,0,0,38,0,24
Borja Iglesias,FW,68,1,0,3,20,0.6,13
Anastasios Douvikas,FW,22,1,0,4,9,0.8,9
Pablo Durán,LW,75,0,1,1,25,0.1,15
Williot Swedberg,LW,15,0,0,0,6,0,5
Iago Aspas,RW,90,0,1,3,48,0.1,43
Hugo Álvarez,LM,90,1,0,2,71,0.2,49
Fran Beltrán,CM,90,0,0,0,50,0,34
Hugo Sotelo,CM,68,0,0,0,56,0,42
Damián Rodríguez,CM,22,0,0,0,22,0,17
Óscar Mingueza,RM,90,0,0,0,66,0,36
Jailson Siqueira,CB,74,0,0,1,59,0,45
Marcos Alonso,CB,16,0,0,0,7,0,5
Carl Starfelt,CB,90,0,0,0,68,0,53
Javi Rodríguez,CB,88,0,0,0,67,0,50
Joseph Aidoo,CB,2,0,0,0,8,0,7
Vicente Guaita,GK,90,0,0,0,28,0,18
Juanmi Latasa,FW,90,0,0,2,17,0.2,9
Chuky san jose,FW,45,0,0,0,9,0,4
Iván Sánchez,RM,45,0,0,0,25,0,15
Selim Amallah,CM,84,0,1,0,40,0,15
Kenedy,CM,6,0,0,0,4,0,3
Mario Martín,"CM,DM",80,0,0,1,46,0,27
Kike Pérez,CM,45,0,0,0,31,0,17
Víctor Meseguer,CM,45,0,0,1,19,0.1,7
Amath,LB,45,0,0,0,17,0,11
Raúl Moro,LM,45,1,0,1,26,0.1,15
Lucas Oliveira Rosa,"LB,CB",90,0,0,1,53,0,18
Cenk Özkacar,CB,90,0,0,0,64,0,27
Eray Cömert,CB,63,0,0,0,61,0,39
Stanko Jurić,CB,27,0,0,0,14,0,10
Luis Pérez,RB,90,0,0,0,55,0,17
Karl Jakob Hein,GK,90,0,0,0,61,0,30
Abel Ruiz,FW,68,0,0,1,20,0.1,8
Cristhian Stuani,FW,22,1,0,2,5,0.5,2
Arnaut Danjuma,LW,54,0,0,0,14,0,11
Portu,LW,36,0,1,0,6,0,4
Bryan Gil,RW,53,0,0,2,28,0.5,22
Yaser Asprilla,AM,37,0,0,0,28,0,21
Viktor Tsyhankov,"AM,RW",68,0,0,1,17,0,9
Donny van de Beek,RW,22,0,0,1,7,0.1,2
Jhon Solis,DM,90,0,0,0,55,0,35
Iván Martín,DM,90,0,0,0,54,0,37
Miguel Gutiérrez,LB,90,0,0,1,67,0,37
Daley Blind,CB,90,0,0,0,71,0,44
David López,CB,90,0,0,0,65,0,39
Alejandro Francés,RB,84,0,0,1,49,0,29
Arnau Martinez,RB,6,0,0,0,7,0,5
Paulo Gazzaniga,GK,90,0,0,0,43,0,18
Robert Lewandowski,FW,68,0,1,3,23,0.3,13
Ferrán Torres,FW,17,0,0,0,10,0,4
Raphinha,"LW,AM",90,0,0,1,48,0,26
Lamine Yamal,RW,89,2,0,5,53,0.7,30
Gerard Martín,RW,1,0,0,0,5,0,3
Dani Olmo,AM,60,1,0,1,36,0,22
Eric García,"DM,AM",30,0,0,0,13,0,8
Pedri,DM,68,1,0,1,46,0.2,18
Pau Victor Delgado,LW,22,0,0,3,16,0.5,9
Marc Casado,DM,90,0,1,1,56,0,33
Alejandro Balde,LB,90,0,0,2,58,0.1,29
Iñigo Martínez,CB,90,0,0,1,90,0,55
Pau Cubarsí,CB,60,0,0,0,45,0,30
Héctor Fort,RB,30,0,0,1,17,0,5
Jules Koundé,"RB,CB",90,0,1,1,65,0,35
Marc-André ter Stegen,GK,90,0,0,0,47,0,33
Oliver McBurnie,FW,76,0,0,0,23,0,11
Jaime Mata,FW,14,0,0,0,4,0,2
Alberto Moleiro,LW,90,0,0,3,54,0.2,38
Sandro Ramírez,RW,90,1,0,2,35,0.1,15
Kirian Rodríguez,CM,90,0,1,3,119,0.8,69
José Campaña,CM,45,0,0,0,50,0,24
Fabio González,CM,45,0,0,2,55,0.1,36
Javier Muñoz,CM,62,0,0,0,26,0,12
Fábio Silva,CM,28,0,0,2,12,0,7
Mika Màrmol,"CB,LB",90,0,0,0,106,0,59
Scott McKenna,CB,76,0,0,0,67,0,42
Benito Ramírez,CB,14,0,0,2,19,0.1,11
Álex Suárez,CB,45,0,0,0,42,0,25
Álex Muñoz,LB,45,1,0,1,52,0.2,30
Marvin,RB,90,0,0,0,65,0,40
Jasper Cillessen,GK,90,0,0,0,40,0,25
Gorka Guruzeta,FW,58,0,0,1,29,0,13
Mikel Vesga,CM,32,0,0,0,14,0,3
Nico Williams,"LW,LM",70,1,0,2,38,0.2,24
Álex Berenguer,LM,20,0,0,0,11,0,2
Iñaki Williams,"RW,RM",90,0,3,2,41,0.5,28
Oihan Sancet,"AM,FW",70,1,0,2,35,0.4,20
Unai Gómez,FW,20,0,0,0,10,0,3
Iñigo Ruiz de Galarreta,DM,58,0,0,0,31,0,16
Beñat Prados,CM,32,0,0,0,13,0,2
Mikel Jauregizar,DM,55,0,0,0,28,0,8
Yuri Berchiche,LB,90,0,0,1,70,0.1,19
Aitor Paredes,CB,90,1,0,1,45,0.9,23
Daniel Vivian,CB,90,0,0,0,53,0,19
Óscar de Marcos,RB,76,0,0,0,50,0,15
Andoni Gorosabel,RB,14,0,0,0,8,0,0
Julen Agirrezabala,GK,90,0,0,0,29,0,11
Alexander Sørloth,FW,60,0,0,4,26,0.6,14
Julián Álvarez,FW,30,1,0,1,9,0.5,3
Antoine Griezmann,"FW,CM",75,1,0,2,61,0.7,31
Giuliano Simeone,"LM,CM",15,0,0,0,5,0,1
Conor Gallagher,CM,90,1,0,1,48,0.7,20
Koke,CM,90,0,0,0,72,0,29
Rodrigo De Paul,CM,60,0,1,0,54,0,31
Ángel Correa,"FW,RM",30,0,0,0,11,0,5
Samuel Lino,LB,66,0,1,3,50,0.4,31
Rodrigo Riquelme,LB,24,0,0,0,7,0,7
César Azpilicueta,CB,76,0,0,0,55,0,26
Reinildo Mandava,CB,14,0,0,0,13,0,6
José María Giménez,CB,90,0,0,1,80,0.1,48
Robin Le Normand,CB,90,0,0,1,81,0.2,57
Marcos Llorente,RB,90,0,0,1,83,0,45
Jan Oblak,GK,90,0,0,0,23,0,12
Dani Gómez,FW,78,0,0,0,18,0,5
Martín Tejón,FW,12,0,0,0,6,0,4
Javier Guerra,FW,78,0,0,2,44,0,24
Germán Valera,RM,12,0,0,1,9,0,6
Luis Rioja,LM,69,0,0,0,41,0,14
Sergi Canós,LM,21,0,0,1,20,0.1,13
José Luis García Vayá,CM,90,0,0,0,65,0,32
Hugo Guillamón,CM,45,0,0,0,23,0,7
Enzo Barrenechea,CM,45,0,0,0,42,0,14
Diego López,"RM,FW",90,0,0,0,46,0,18
Thierry Correia,"LB,RB",90,0,0,1,76,0,28
Cristhian Mosquera,CB,90,0,0,0,63,0,33
César Tárrega,CB,90,0,0,0,67,0,24
Dimitri Foulquier,RB,70,0,0,0,45,0,23
Jesus Vazquez,LB,20,0,0,0,12,0,4
Giorgi Mamardashvili,GK,90,0,0,0,31,0,5
Sergio Camello,FW,86,0,0,6,37,1.2,18
Sergi Guardiola,FW,4,0,0,0,7,0,7
Álvaro García,LW,86,0,0,3,38,0.1,19
James Rodríguez,LW,4,0,0,0,3,0,1
Adri Embarba,RW,56,0,0,1,42,0,23
Isaac Palazón Camacho,RW,34,0,0,1,23,0,15
Óscar Trejo,AM,56,0,0,1,39,0.1,23
Jorge de Frutos,AM,34,0,0,2,16,0.1,14
Gerard Gumbau,DM,63,0,1,0,48,0,19
Unai López,DM,27,1,0,1,34,0.1,16
Óscar Valentín,DM,90,0,0,0,66,0,36
Pep Chavarría,LB,90,0,1,0,78,0,35
Abdul Mumin,CB,90,1,0,1,62,0,27
Florian Lejeune,CB,90,0,1,0,59,0,32
Andrei Ratiu,RB,90,1,0,1,71,0.1,38
Augusto Batalla,GK,90,0,0,0,31,0,19
Raúl,FW,65,1,0,1,20,0,13
Ante Budimir,FW,25,0,0,0,6,0,2
Bryan Zaragoza,LW,83,0,0,2,25,0.1,18
Moi Gómez,LW,7,0,0,0,4,0,1
Rubén García,RW,75,0,0,0,41,0,16
José Arnaiz,RW,15,0,0,0,12,0,9
Aimar Oroz,LM,65,0,0,0,20,0,7
Pablo Ibáñez,LM,25,0,0,0,11,0,4
Lucas Torró,CM,90,0,0,0,46,0,13
Jon Moncayola,RM,75,0,0,0,32,0,12
Rubén Peña,RM,15,0,0,1,4,0.1,4
Abel,LB,90,0,0,0,40,0,14
Enzo Boyomo,CB,90,0,0,0,34,0,10
Catena,CB,90,0,0,1,34,0.1,6
Jesús Areso,RB,90,0,0,0,40,0,12
Sergio Herrera,GK,90,0,0,0,41,0,19
Cyle Larin,FW,62,0,0,0,18,0,4
Takuma Asano,FW,28,0,0,0,7,0,2
Sergi Darder,LW,87,0,0,2,53,0.1,23
Valery Fernández,LW,3,0,0,0,4,0,2
Roberto Navarro,RW,69,0,0,0,41,0,19
Dani Rodríguez,RW,21,0,0,0,11,0,5
Abdón Prats,AM,62,1,0,1,22,0.8,9
