Player,Position,Minutes,Goals,Assists,Total Shoot,Touches,Expected Goals (xG),Carries
José Campaña,DM,58,0,1,0,50,0,26
Javier Muñoz,DM,32,0,0,0,27,0,15
Dario Essugo,DM,90,0,0,1,58,0,28
Álex Muñoz,LB,73,1,0,2,47,0.3,20
Juan Herzog,CB,17,0,0,0,8,0,4
Scott McKenna,CB,90,0,0,0,60,0,28
Álex Suárez,"CB,RB",90,0,0,0,41,0,24
Viti,RB,73,0,0,0,36,0,13
Benito Ramírez,LB,17,0,0,0,29,0,11
Jasper Cillessen,GK,90,0,0,0,53,0,31
Walid Cheddira,FW,57,0,0,2,13,0.3,6
Alejo Véliz,FW,33,0,0,2,4,0.2,1
Javi Puado,FW,80,0,0,1,27,0,19
Irvin Cardona,FW,10,0,0,1,7,0,3
Jofre,LM,67,0,0,0,22,0,14
Pere Milla,LM,23,0,0,1,13,0.1,8
Pol Lozano,CM,90,0,0,1,50,0,22
Alex Král,CM,90,0,0,0,29,0,23
Álvaro Tejero,RM,90,0,0,2,75,0.1,39
Brian Oliván,LB,57,0,0,1,33,0,14
Carlos Romero,LB,33,0,0,0,27,0,13
Leandro Cabrera,CB,90,0,0,2,70,0.1,37
Marash Kumbulla,CB,90,0,0,1,69,0.1,38
Omar El Hilali,RB,67,0,0,0,39,0,15
Antoniu,RB,23,0,0,2,16,0.2,8
Joan García,GK,90,0,0,0,18,0,12
Isaac Romero,FW,89,0,0,1,37,0.1,14
Jesús Navas,FW,1,0,0,0,0,0,0
Stanis Idumbo,LW,62,0,0,0,19,0,12
Valentín Barco,LW,28,0,0,0,31,0,21
Dodi Lukebakio,RW,89,2,0,2,45,0.1,31
Lucien Agoume,RW,1,0,0,0,2,0,1
Juanlu Sánchez,AM,80,0,1,2,37,0.3,17
Djibril Sow,AM,10,0,0,1,14,0.3,7
Albert Sambi Lokonga,DM,90,0,1,0,72,0,40
Nemanja Gudelj,DM,90,0,0,0,69,0,26
Adrià Pedrosa,LB,90,0,0,0,70,0,26
Tanguy Nianzou,CB,90,0,0,0,51,0,27
Loïc Bade,CB,90,0,0,0,70,0,35
Carmona,RB,90,0,0,0,70,0,25
Ørjan Nyland,GK,63,0,0,0,38,0,22
Álvaro Fernández,GK,27,0,0,0,23,0,16
Mamadou Sylla,FW,70,1,0,1,15,0.8,11
Juanmi Latasa,FW,20,0,0,0,10,0,3
Raúl Moro,LW,90,0,0,0,49,0,32
Anuar,RW,87,0,0,1,20,0,15
Kenedy,RW,3,0,0,1,1,0,1
Selim Amallah,AM,78,0,0,1,34,0,21
Kike Pérez,AM,12,0,0,0,11,0,3
Eray Cömert,DM,87,0,0,1,38,0,23
Iván Sánchez,DM,3,0,0,0,5,0,4
Mario Martín,DM,70,0,0,1,42,0,28
Víctor Meseguer,DM,20,0,0,0,15,0,8
Lucas Oliveira Rosa,LB,90,0,0,0,51,0,26
David Torres,CB,90,0,0,0,72,0,53
Javi Sánchez,CB,90,0,0,0,80,0,60
Luis Pérez,RB,90,0,0,0,58,0,40
Karl Jakob Hein,GK,90,0,0,0,54,0,34
Thierno Barry,FW,69,1,0,4,18,0.5,15
Ayoze Pérez,FW,21,1,0,2,9,0.6,5
Nicolas Pépé,FW,89,0,0,3,52,0.3,43
Ramón Terrats,FW,1,0,0,0,3,0,2
Alex Baena,LM,89,0,0,3,65,0.1,44
Juan Bernat,LM,1,0,0,0,1,0,1
Daniel Parejo,CM,90,0,0,0,80,0,63
Santi Comesaña,CM,70,0,0,2,41,0.1,34
Pape Gueye,CM,20,0,0,1,16,0.2,15
Ilias Akhomach,RM,81,0,0,3,45,0.1,37
Yeremi Pino,RM,9,0,0,1,10,0.2,7
Sergi Cardona,LB,90,0,0,1,50,0.2,24
Logan Costa,CB,90,0,0,1,77,0,58
Raúl Albiol,CB,90,0,0,0,71,0,57
Kiko Femenía,RB,90,0,1,0,86,0,58
Diego Conde,GK,90,0,0,0,25,0,20
Sergio Camello,FW,59,0,0,2,32,0.4,19
Adri Embarba,"LW,FW",31,0,0,2,19,0.4,13
Isaac Palazón Camacho,"DM,FW",64,0,0,2,38,0.3,23
Aridane Hernández,CB,26,0,0,1,10,0.4,2
Álvaro García,"LW,LM,FW",83,0,0,0,37,0,23
Iván Balliu,RB,7,0,0,0,3,0,2
Unai López,"DM,CM",59,0,0,1,58,0.1,42
Gerard Gumbau,"DM,FW",31,0,0,2,15,0.1,6
Óscar Valentín,"CB,DM,CM",90,0,0,1,56,0,34
Jorge de Frutos,"RW,RM",83,0,0,0,40,0,29
Pathé Ciss,DM,7,0,0,0,13,0,6
Pep Chavarría,LB,90,0,0,0,48,0,28
Abdul Mumin,CB,21,0,0,1,12,0.1,8
Florian Lejeune,CB,90,0,0,2,57,0.1,35
Andrei Ratiu,"RB,RW",90,0,0,2,66,0.1,45
Augusto Batalla,GK,90,0,0,0,37,0,22
Toni Martínez,FW,90,0,0,5,35,0.1,11
Carlos Martín,"LW,LM",72,0,0,3,26,0.2,15
Asier Villalibre,LW,18,0,0,1,5,0.1,4
Ander Guevara,"CM,DM",59,0,0,1,34,0,15
Stoichkov,DM,31,0,0,0,8,0,5
Jon Guridi,"AM,CM",90,0,0,1,55,0,36
Carlos Vicente,"RW,RM",90,0,0,3,34,0.3,22
Manu Sánchez,LB,90,0,0,0,42,0,22
Moussa Diarra,CB,90,0,0,0,69,0,41
Pica,CB,90,0,0,0,62,0,39
Nahuel Tenaglia,"RB,CB",90,0,0,0,32,0,12
Santiago Mouriño,RB,32,0,0,0,17,0,5
Joan Jordán,DM,58,0,0,1,63,0.3,31
Antonio Sivera,GK,90,0,0,0,34,0,15
Fábio Silva,FW,69,0,1,2,28,0.2,13
Oliver McBurnie,FW,21,0,0,0,10,0,5
Alberto Moleiro,"LW,RB",90,0,0,5,41,0.5,24
Manuel Fuster,RW,59,0,0,1,32,0,17
Javier Muñoz,"DM,CM",31,0,0,0,14,0,6
Kirian Rodríguez,AM,84,0,0,2,49,0.1,24
Jaime Mata,CM,6,0,0,0,2,0,1
José Campaña,DM,58,0,0,0,48,0,23
Sandro Ramírez,"RW,FW",32,0,0,0,17,0,7
Dario Essugo,"DM,CM",90,0,0,0,52,0,25
Álex Muñoz,LB,90,1,0,2,54,0.2,23
Scott McKenna,CB,90,0,0,0,48,0,25
Álex Suárez,CB,90,0,0,0,47,0,24
Viti,RB,84,0,0,0,47,0,14
Mika Màrmol,CB,6,0,0,0,3,0,0
Jasper Cillessen,GK,90,0,0,0,31,0,18
Bojan Miovski,FW,90,0,0,2,11,0.1,5
Gabriel Osei Misehouy,FW,90,0,0,0,35,0,24
Arnaut Danjuma,LM,90,0,0,1,40,0,24
Silvi Clúa,CM,65,0,0,0,38,0,17
Daley Blind,"CM,CB",25,0,0,0,34,0,26
Donny van de Beek,CM,90,0,0,0,38,0,13
Arnau Martinez,"RB,RM",89,0,0,2,69,0.2,43
Kim Minsu,CM,1,0,0,0,3,0,2
Miguel Gutiérrez,LB,90,0,0,2,65,0.3,34
Ladislav Krejčí,CB,90,0,0,0,108,0,78
David López,"CB,RB",90,0,0,0,103,0,75
Alejandro Francés,RB,42,0,0,0,31,0,18
Papa Ba,RM,48,0,0,1,20,0,9
Paulo Gazzaniga,GK,90,0,0,0,30,0,19
Vinicius Júnior,FW,90,0,0,2,30,0.3,24
Kylian Mbappé,FW,90,0,0,3,25,0.6,17
Eduardo Camavinga,LM,76,0,0,0,37,0,20
Brahim Díaz,RM,14,0,0,0,4,0,3
Aurélien Tchouaméni,CM,62,0,0,0,23,0,7
Luka Modrić,CM,28,0,0,1,22,0,10
Federico Valverde,CM,90,0,0,1,47,0,22
Jude Bellingham,"RM,LM",90,0,0,1,28,0.5,15
Ferland Mendy,LB,85,0,0,0,45,0,29
Fran Garcia,LB,5,0,0,0,4,0,0
Antonio Rüdiger,CB,90,0,0,0,54,0,23
Éder Militão,CB,90,0,0,1,40,0,28
Lucas Vázquez,RB,90,0,0,0,61,0,25
Andriy Lunin,GK,90,0,0,0,40,0,25
Robert Lewandowski,FW,90,2,0,4,28,1.4,19
Raphinha,LW,90,1,1,3,40,0.7,21
Lamine Yamal,RW,90,1,0,4,47,0.4,34
Fermin López,AM,45,0,0,1,17,0,9
Frenkie de Jong,DM,45,0,0,0,37,0,28
Pedri,"DM,AM",86,0,0,1,72,0,48
Gavi,DM,4,0,0,0,3,0,2
Marc Casado,DM,64,0,1,0,66,0,45
Dani Olmo,AM,26,0,0,1,17,0,14
Alejandro Balde,LB,90,0,1,0,53,0,34
Iñigo Martínez,CB,90,0,1,1,49,0,29
Pau Cubarsí,CB,90,0,0,0,55,0,32
Jules Koundé,RB,90,0,0,0,72,0,42
Iñaki Peña,GK,90,0,0,0,38,0,23
Sébastien Haller,FW,53,0,0,0,16,0,9
Miguel,FW,37,0,1,1,17,0.2,9
Diego,AM,64,1,0,1,20,0.3,15
Munir El Haddadi,AM,26,0,0,0,16,0,14
Dani Raba,AM,68,0,1,1,40,0,23
Juan Cruz,AM,22,0,1,1,14,0.1,11
Yvan Neyou,CM,90,0,0,0,43,0,24
Seydouba Cissé,CM,53,0,0,1,35,0,24
Darko Brašanac,CM,37,1,0,1,22,0.5,10
Enric Franquesa,WB,90,0,0,0,38,0,13
Adrià Altimira,WB,90,0,0,0,46,0,17
Renato Tapia,CB,90,0,0,0,44,0,25
Matija Nastasić,CB,90,0,0,0,43,0,18
Jorge Sáenz,CB,45,0,0,0,43,0,31
Sergi,CB,45,1,0,1,20,0.5,8
Marko Dmitrović,GK,90,0,0,0,44,0,22
Borja Iglesias,FW,62,0,0,0,24,0,21
Williot Swedberg,LW,28,0,0,1,15,0.1,9
Jonathan Bamba,LW,61,0,0,2,36,0.1,25
Anastasios Douvikas,FW,29,0,0,0,6,0,5
Iago Aspas,"RW,CM",90,0,0,5,63,0.3,54
Hugo Álvarez,LM,90,0,0,4,81,0.3,55
Ilaix Moriba,CM,62,0,0,1,52,0,41
Damián Rodríguez,CM,28,0,0,0,23,0,14
Hugo Sotelo,CM,79,0,0,1,86,0,62
Alfon,RW,11,0,0,2,11,0.1,9
Óscar Mingueza,RM,90,0,0,1,111,0,76
Marcos Alonso,CB,90,0,0,1,73,0,49
Carl Starfelt,CB,90,0,0,0,58,0,33
Javier Manquillo,CB,79,0,0,0,56,0,37
Javi Rodríguez,CB,11,0,0,0,8,0,4
Vicente Guaita,GK,90,0,0,0,24,0,18
Bertuğ Yıldırım,FW,90,0,0,3,18,0.5,8
Álvaro Rodríguez,FW,45,0,0,0,17,0,11
Chrisantus Uche,FW,45,0,0,1,27,0,24
Alex Sola,LM,83,0,0,1,35,0.2,27
David Argüelles,LM,7,0,0,0,7,0,3
Luis Milla,CM,90,0,0,0,93,0,58
Mauro Arambarri,CM,90,1,0,5,39,1.2,18
Carles Pérez,RM,45,0,0,2,19,0.1,7
Peter Federico,RM,45,0,0,0,21,0,13
Diego Rico,LB,90,0,0,0,65,0,36
Omar Alderete,CB,90,0,0,1,66,0,35
Djené,CB,90,0,0,0,71,0,54
Iglesias,RB,45,0,0,0,27,0,14
Allan Nyom,RB,45,0,0,1,42,0.1,22
David Soria,GK,90,0,0,0,33,0,19
Hugo Duro,FW,90,0,0,0,38,0,20
Luis Rioja,LM,74,0,0,0,28,0,11
Germán Valera,LM,16,0,0,0,5,0,1
Javier Guerra,CM,90,0,0,1,42,0.1,14
Enzo Barrenechea,CM,83,1,0,1,25,0.5,10
Hugo Guillamón,CM,7,0,0,0,4,0,1
Diego López,RM,83,0,0,0,18,0,8
Francisco Perez,RM,7,0,0,0,4,0,2
José Luis Gayà,LB,74,0,0,0,37,0,14
Yarek Gasiorowski,LB,16,0,0,0,12,0,0
Maximiliano Caufriez,CB,90,0,0,0,23,0,8
Cristhian Mosquera,CB,90,0,0,0,34,0,12
César Tárrega,CB,90,0,0,0,37,0,11
Thierry Correia,RB,51,0,0,0,36,0,10
Dimitri Foulquier,RB,39,0,0,0,12,0,5
Giorgi Mamardashvili,GK,90,0,0,0,41,0,9
Ezequiel Ávila,FW,76,0,0,5,31,0.2,14
Assane Diao,FW,14,0,0,1,13,0,6
Vitor Roque,FW,90,0,0,6,30,0.5,17
Abde Ezzalzouli,LM,89,0,0,7,50,0.8,35
Iker Losada,LM,1,0,0,0,4,0,2
Sergi Altimira,CM,90,0,0,1,58,0,30
Johnny Cardoso,CM,90,0,0,1,70,0.2,27
Pablo Fornals,RM,90,0,0,1,58,0.1,32
Romain Perraud,LB,90,0,0,0,67,0,32
Diego Llorente,CB,90,0,0,0,62,0,32
Marc Bartra,CB,90,0,0,1,57,0.1,27
Aitor Ruibal,RB,89,0,0,1,65,0,26
Youssouf Sabaly,RB,1,0,0,0,2,0,1
Rui Silva,GK,90,0,0,0,29,0,18
Julián Álvarez,FW,90,0,0,1,42,0.1,19
Antoine Griezmann,"FW,CM",69,0,0,2,47,0.1,30
Ángel Correa,"CM,LM",21,0,0,2,11,0.1,10
Samuel Lino,"LM,WB",69,0,0,0,35,0,23
Giuliano Simeone,"WB,RM",21,0,0,0,14,0,11
Conor Gallagher,CM,45,0,0,0,31,0,26
Alexander Sørloth,FW,45,0,0,1,28,0.1,12
Koke,CM,90,0,0,1,78,0,46
Rodrigo De Paul,"RM,CM",83,0,0,0,62,0,32
Thomas Lemar,CM,7,0,0,0,8,0,6
Reinildo Mandava,LB,45,0,0,1,27,0.1,20
Javi Galán,"CB,LB",45,0,0,1,37,0,21
José María Giménez,CB,90,0,0,1,72,0,34
Axel Witsel,CB,90,0,0,0,72,0,41
Nahuel Molina,"RB,WB",90,0,0,0,74,0,34
Jan Oblak,GK,90,0,0,0,49,0,21
Orri Steinn Óskarsson,FW,45,0,0,0,14,0,4
Takefusa Kubo,"RM,LM",45,0,0,3,47,0.1,34
Ander Barrenetxea,LM,69,0,0,4,51,0.4,37
Sheraldo Becker,"RM,LM",21,0,0,1,13,0,10
Luka Sučić,CM,69,0,0,3,54,0.1,35
Beñat Turrientes,CM,21,0,0,0,6,0,2
Brais Méndez,CM,90,0,0,3,73,0.1,41
Mikel Oyarzabal,"RM,FW",69,0,0,0,35,0,21
Umar Sadiq,FW,21,0,0,0,8,0,4
Martín Zubimendi,DM,90,0,0,1,77,0.2,40
Sergio Gómez,LB,90,0,0,0,97,0,49
Nayef Aguerd,CB,90,0,0,3,74,0.7,51
Igor Zubeldia,CB,90,0,0,0,88,0,59
Jon Aramburu,RB,78,0,0,1,74,0,40
Álvaro Odriozola,RB,12,0,0,0,13,0,4
Álex Remiro,GK,90,0,0,0,27,0,18
Ante Budimir,FW,88,1,0,3,30,0.8,21
Raúl,FW,2,0,0,0,3,0,1
Bryan Zaragoza,LW,82,0,2,1,30,0.1,16
Nacho Vidal,RB,8,0,0,0,3,0,2
Rubén Peña,RW,62,0,0,0,21,0,10
Abel,RW,28,0,0,0,12,0,3
Aimar Oroz,LM,90,0,0,1,34,0,19
Lucas Torró,CM,90,1,0,2,42,0.1,7
Jon Moncayola,RM,62,0,0,0,24,0,7
Pablo Ibáñez,RM,28,0,0,1,9,0,4
Juan Cruz Armada,LB,82,0,0,1,26,0,3
Moi Gómez,LW,8,0,0,0,8,0,4
Enzo Boyomo,CB,90,0,0,1,27,0,3
Catena,CB,90,0,0,0,26,0,4
Jesús Areso,"RB,LB",90,0,0,0,26,0,13
Sergio Herrera,GK,90,0,0,0,36,0,15
Cyle Larin,FW,24,0,0,0,5,0,2
Omar Mascarell,CM,66,0,0,0,28,0,9
Vedat Muriqi,FW,89,0,0,2,36,0.4,17
Abdón Prats,FW,1,0,0,0,4,0,0
Sergi Darder,LM,45,0,0,1,15,0.2,7
Antonio Sánchez,"RM,CM",45,0,0,0,19,0,9
Samu Costa,CM,22,0,0,0,13,0,5
Manu Morlanes,CM,89,0,0,0,34,0,19
Copete,"CB,CM",1,0,0,0,3,0,1
Roberto Navarro,"RM,LM",64,0,0,0,35,0,22
Dani Rodríguez,"LM,CM",26,0,0,0,8,0,3
Johan Mojica,LB,90,0,0,0,52,0,28
Antonio Raillo,CB,90,0,0,1,42,0,22
Martin Valjent,CB,90,0,0,0,34,0,13
Pablo Maffeo,RB,90,0,0,0,37,0,18
Dominik Greif,GK,90,0,0,0,53,0,24
Gorka Guruzeta,FW,56,0,0,1,13,0.1,2
Álvaro djaló,FW,34,0,0,3,12,0.1,8
Nico Williams,LW,90,0,0,2,58,0.1,42
Iñaki Williams,RW,90,0,0,2,27,0,13
Oihan Sancet,AM,56,0,0,3,34,0.1,19
Álex Berenguer,AM,34,0,0,2,31,0.1,9
Mikel Jauregizar,DM,90,0,0,0,68,0,38
Iñigo Ruiz de Galarreta,DM,69,0,0,0,49,0,26
Ander Herrera,DM,21,0,0,1,28,0,9
Yuri Berchiche,LB,90,0,0,2,107,0.1,76
Aitor Paredes,CB,45,0,0,1,34,0.1,21
Daniel Vivian,CB,45,0,0,2,59,0,39
Yeray Álvarez,CB,90,0,0,1,71,0,45
Andoni Gorosabel,RB,81,0,0,0,72,0,33
Óscar de Marcos,RB,9,0,0,0,8,0,4
Julen Agirrezabala,GK,90,0,0,0,23,0,15
Kiké,FW,89,0,0,0,22,0,14
Toni Martínez,FW,1,0,0,0,2,0,0
Abderrahman Rebbach,LW,89,0,0,3,44,0,29
Carlos Martín,LW,1,0,0,1,2,0.4,2
Carlos Vicente,RW,90,0,0,0,44,0,18
Jon Guridi,AM,79,1,0,2,32,0.3,10
Stoichkov,AM,11,0,0,0,5,0,2
Carlos Benavídez,DM,16,0,0,0,7,0,2
Ander Guevara,DM,74,0,0,0,42,0,14
Antonio Blanco,DM,90,0,0,1,53,0,21
Manu Sánchez,LB,90,0,0,1,44,0.1,17
Pica,CB,90,0,0,1,46,0.1,18
Abdel Abqar,CB,90,0,0,1,40,0.1,17
Nahuel Tenaglia,RB,90,0,0,3,55,0.1,18
Antonio Sivera,GK,90,0,0,0,29,0,16
Cyle Larin,FW,67,0,0,1,14,0.1,8
Sergi Darder,LM,23,0,0,0,12,0,6
Chiquinho,LW,56,0,0,1,18,0.1,12
Vedat Muriqi,FW,34,0,0,1,9,0.1,4
Roberto Navarro,"RW,RM",68,0,0,0,36,0,26
Antonio Sánchez,"CM,RM",22,0,0,0,12,0,8
Dani Rodríguez,"AM,LM,FW",78,0,0,1,31,0,14
Daniel Luna,RM,12,0,0,0,7,0,5
Manu Morlanes,"DM,CM",90,0,0,1,67,0,37
Omar Mascarell,"DM,CM",78,0,0,1,36,0,21
Abdón Prats,FW,12,0,0,0,1,0,2
Toni Lato,LB,90,0,0,0,49,0,19
Copete,CB,90,0,0,1,49,0,18
Antonio Raillo,CB,90,0,0,0,48,0,23
Pablo Maffeo,RB,90,0,0,0,45,0,16
Leo Román,GK,90,0,0,0,40,0,26
Ante Budimir,FW,84,1,0,7,34,1.4,18
Raúl,FW,6,0,0,0,3,0,3
Bryan Zaragoza,"LW,RW",84,0,0,3,48,0.3,34
Rubén García,RW,6,0,0,0,7,0,4
Rubén Peña,RW,62,0,0,2,25,0.2,15
Moi Gómez,"LW,LM",28,0,0,1,18,0,10
Aimar Oroz,LM,89,0,0,2,47,0.1,35
Abel,LW,1,0,0,0,1,0,0
Lucas Torró,CM,90,0,0,0,62,0,36
Jon Moncayola,RM,84,0,0,1,63,0.2,36
Pablo Ibáñez,RM,6,0,0,0,2,0,2
Juan Cruz Armada,LB,90,0,0,1,53,0.1,24
Enzo Boyomo,CB,90,0,0,1,40,0.1,20
Catena,CB,90,0,0,1,50,0.1,23
Jesús Areso,RB,90,0,0,0,40,0,21
Sergio Herrera,GK,90,0,0,0,26,0,15
Mamadou Sylla,FW,90,0,0,0,26,0,8
Raúl Moro,"LW,LM",90,0,0,0,43,0,22
Anuar,RW,57,0,0,0,16,0,6
Kike Pérez,"DM,CM",33,0,0,3,30,0.1,14
Selim Amallah,AM,57,0,0,2,18,0.1,4
Iván Sánchez,"RW,RM",33,0,0,1,18,0,12
Eray Cömert,DM,58,0,0,0,35,0,14
Víctor Meseguer,"AM,CM",32,0,0,0,26,0,11
Mario Martín,DM,80,0,0,0,47,0,19
Marcos André,FW,10,0,0,0,6,0,3
Lucas Oliveira Rosa,LB,90,0,0,0,62,0,24
David Torres,CB,90,0,0,0,52,0,24
Javi Sánchez,CB,90,0,0,1,66,0,30
Luis Pérez,RB,90,0,0,0,42,0,7
Karl Jakob Hein,GK,90,0,0,0,46,0,25
Bojan Miovski,FW,61,0,0,2,19,0.1,8
Cristhian Stuani,FW,29,1,0,1,10,0.9,4
Donny van de Beek,"AM,LM",90,0,0,1,48,0,25
Bryan Gil,"AM,RM",90,0,0,1,48,0,32
Silvi Clúa,CM,71,0,0,1,54,0,33
Oriol Romeu,CM,19,0,0,0,15,0,4
Yangel Herrera,CM,90,0,0,3,48,0.6,25
Miguel Gutiérrez,"WB,LB",90,1,1,2,74,0.1,42
Arnau Martinez,"WB,RB",90,1,0,2,70,0.2,35
Daley Blind,CB,90,0,0,1,79,0.1,41
David López,CB,90,0,0,0,75,0,43
Juanpe,CB,90,0,0,0,62,0,25
Paulo Gazzaniga,GK,90,0,0,0,27,0,14
Juan Cruz,"FW,LW",90,1,0,3,48,0.1,28
Miguel,FW,90,0,0,1,34,0.1,18
Darko Brašanac,AM,89,0,2,0,32,0,6
Roberto López,AM,1,0,0,0,4,0,2
Renato Tapia,"LM,DM",90,1,0,2,64,0.2,28
Seydouba Cissé,RM,76,0,0,1,34,0.1,12
Munir El Haddadi,"DM,RW",14,1,0,1,10,0,8
Yvan Neyou,DM,75,0,0,0,35,0,18
Óscar Rodríguez Arnaiz,"RM,DM",15,0,1,0,12,0,7
Enric Franquesa,LB,90,0,0,0,40,0,18
Matija Nastasić,CB,90,0,0,0,59,0,37
Sergi,CB,87,0,0,0,72,0,50
Javi Hernández,CB,3,0,0,0,11,0,5
Adrià Altimira,RB,76,0,0,0,44,0,22
Valentin Rosier,RB,14,0,0,0,20,0,10
Marko Dmitrović,GK,90,0,0,0,33,0,12
Julián Álvarez,FW,64,0,0,2,38,0.1,25
Ángel Correa,FW,26,0,0,1,18,0.1,17
Antoine Griezmann,FW,64,0,0,3,45,0.5,25
Alexander Sørloth,FW,26,1,0,1,10,0.4,6
Samuel Lino,LM,45,0,0,1,29,0,19
Conor Gallagher,"LM,CM",45,0,0,1,32,0,22
Pablo Barrios,CM,45,0,0,3,32,0.2,20
Rodrigo De Paul,CM,45,0,1,0,48,0,40
Koke,CM,90,0,0,1,94,0,67
Giuliano Simeone,RM,83,1,0,1,54,0.2,40
Axel Witsel,CB,7,0,0,0,9,0,5
Javi Galán,LB,83,0,0,0,57,0,34
Reinildo Mandava,LB,7,0,0,0,13,0,6
Clément Lenglet,CB,90,0,0,1,71,0.1,57
José María Giménez,CB,90,0,0,0,52,0,34
Nahuel Molina,RB,90,0,1,0,84,0,55
Jan Oblak,GK,90,0,0,0,19,0,12
Fábio Silva,"FW,RW",86,0,0,1,33,0,11
Jaime Mata,FW,4,0,0,0,1,0,0
Alberto Moleiro,"LW,LM",90,0,0,0,38,0,21
Sandro Ramírez,RW,63,0,0,0,24,0,6
Oliver McBurnie,FW,27,0,0,0,6,0,2
José Campaña,LM,63,0,0,0,44,0,16
Javier Muñoz,"LM,CM",27,0,0,0,23,0,13
Dario Essugo,CM,90,0,0,0,62,0,25
Kirian Rodríguez,RM,86,0,0,0,46,0,19
Manuel Fuster,RM,4,0,0,0,9,0,4
Álex Muñoz,LB,90,0,0,0,52,0,13
Scott McKenna,CB,90,0,0,0,62,0,29
Álex Suárez,CB,80,0,0,0,45,0,17
Mika Màrmol,CB,10,0,0,0,18,0,9
Viti,RB,90,0,0,0,52,0,20
Jasper Cillessen,GK,59,0,0,0,35,0,20
Dinko Horkaš,GK,31,0,0,0,16,0,7
Robert Lewandowski,FW,90,0,0,2,37,0.1,24
Raphinha,LW,84,1,0,1,62,0.5,36
Ansu Fati,LW,6,0,0,1,9,0,8
Lamine Yamal,RW,90,0,1,4,63,0.1,47
Dani Olmo,AM,55,2,0,4,29,0.9,21
Fermin López,AM,35,0,0,1,30,0,21
Pedri,DM,84,0,0,0,107,0,76
Gavi,DM,6,0,0,0,14,0,8
Marc Casado,DM,55,0,1,0,66,0,43
Frenkie de Jong,DM,35,0,0,0,53,0,38
Alejandro Balde,LB,90,0,1,0,58,0,39
Iñigo Martínez,CB,90,0,0,0,140,0,110
Pau Cubarsí,CB,90,0,0,0,122,0,94
Héctor Fort,RB,77,0,0,1,67,0.1,46
Jules Koundé,RB,13,0,0,0,14,0,10
Iñaki Peña,GK,90,0,0,0,31,0,16
Javi Puado,FW,90,1,0,4,19,0.6,12
Jofre,"LM,LW,RM",90,0,0,1,23,0.1,17
Álvaro Aguado,"CM,AM",61,0,0,2,32,0,19
Walid Cheddira,FW,29,0,0,1,7,0.1,6
Alex Král,"CM,DM",90,0,0,0,33,0,22
Álvaro Tejero,"RM,RW,RB",90,0,0,1,39,0.1,18
Rafael Bauza,DM,61,0,0,1,25,0,11
Justin Smith,CM,29,0,0,0,6,0,4
Carlos Romero,LB,77,0,1,0,30,0,10
Brian Oliván,LB,13,0,0,0,5,0,5
Leandro Cabrera,CB,90,0,0,0,34,0,13
Marash Kumbulla,CB,39,0,0,0,10,0,7
Sergi Gómez,CB,51,0,0,0,17,0,5
Omar El Hilali,RB,77,0,0,0,35,0,17
Naci Ünüvar,LM,13,0,0,0,7,0,5
Joan García,GK,90,0,0,0,27,0,19
Isaac Romero,FW,79,0,0,3,27,0.1,14
Kelechi Iheanacho,FW,11,0,0,1,6,0.8,1
Stanis Idumbo,LW,24,0,0,0,8,0,4
Jesús Navas,"RW,RB",66,0,0,0,58,0,27
Dodi Lukebakio,"RW,LW",90,0,0,2,47,0.2,27
Juanlu Sánchez,AM,72,0,0,0,20,0,11
Israel Domínguez,LW,18,0,0,0,2,0,1
Albert Sambi Lokonga,DM,79,0,0,0,64,0,39
Peque,AM,11,0,0,0,8,0,6
Nemanja Gudelj,DM,90,0,0,0,47,0,15
Adrià Pedrosa,LB,90,0,0,0,74,0,21
Kike Salas,CB,90,0,0,0,80,0,33
Marcão,CB,72,0,0,0,53,0,22
Djibril Sow,"DM,AM",18,0,0,1,13,0,7
Carmona,"RB,CB",90,0,0,1,71,0,41
Álvaro Fernández,GK,90,0,0,0,52,0,29
Mikel Oyarzabal,FW,79,1,0,1,18,0.9,7
Orri Steinn Óskarsson,FW,11,0,0,0,6,0,0
Sergio Gómez,LM,89,0,0,1,51,0,20
Jon Magunacelaya,LM,1,0,0,0,2,0,1
Luka Sučić,CM,90,0,0,1,43,0,22
Brais Méndez,CM,79,0,0,1,38,0,21
Olasagasti,CM,11,0,0,0,7,0,3
Takefusa Kubo,RM,79,1,0,2,43,0.2,27
Sheraldo Becker,RM,11,0,0,0,5,0,2
Martín Zubimendi,DM,90,0,1,1,60,0.1,27
Javi López,LB,89,0,0,0,40,0,15
Aihen Muñoz,LB,1,0,0,0,1,0,0
Nayef Aguerd,CB,90,0,0,1,76,0.1,42
Igor Zubeldia,CB,90,0,0,0,69,0,41
Jon Aramburu,RB,90,0,0,0,69,0,21
Álex Remiro,GK,90,0,0,0,34,0,21
Álvaro djaló,FW,64,0,0,0,16,0,6
Álex Berenguer,"AM,FW",26,1,0,1,20,0.4,13
Nico Williams,LW,90,0,0,1,44,0,18
Iñaki Williams,RW,90,0,0,5,48,0.6,29
Oihan Sancet,AM,68,0,0,3,29,1.5,16
Javi Martón,FW,22,0,0,0,5,0,1
Beñat Prados,DM,78,0,0,1,52,0.1,19
Unai Gómez,DM,12,0,0,0,6,0,2
Iñigo Ruiz de Galarreta,DM,68,0,0,0,51,0,25
Ander Herrera,DM,22,0,0,2,27,0.8,6
Yuri Berchiche,LB,90,0,0,0,80,0,28
